BoreName,HydroID,HydroCode,StateBoreID,StatePipeID,StateTerritory,Agency,WCode,BoreDepth,DrilledDepth,Status,DrilledDate,HGUID,HGUNumber,HGUName,NafHGUNumber,AquiferType,FType,Latitude,Longitude,Easting,Northing,Projection,ProjectionZone,CoordMethod,HeightDatum,GALandElev,GALandElevMethod,RefElev,RefElevDesc,RefElevMethod,FTypeClass,ConstructionLog,LithLog,HydrostratLog,WaterLevel,Salinity,AddedBy,Comment,Source,QAQCd_By,QAQC_date,geometry
,10059558,GW013097.1.1,GW013097,1.1,1,1.0,8.0,57.3,57.3,UNK,1956-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.7709701,143.778473,763138.0,6481589.0,1.0,54.0,MAP,AHD,122.0,DEM,122.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1103897.4331 -3512627.361099999)
,10059564,GW006944.1.1,GW006944,1.1,1,1.0,8.0,297.8,297.8,UNK,1950-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1498515,144.6301099,271741.0,6662238.0,1.0,55.0,MAP,AHD,102.0,DEM,102.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1201385.349800002 -3339552.809900001)
,10059565,GW018721.1.1,GW018721,1.1,1,1.0,8.0,91.4,91.4,UNK,1960-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.6545548,147.6700602,564849.0,6719304.0,1.0,55.0,MAP,AHD,147.0,DEM,147.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1496031.640700001 -3316454.0528)
,10059913,GW048209.1.1,GW048209,1.1,1,1.0,8.0,42.6,44.2,UNK,1977-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.8470761,144.2373457,235791.0,6584078.0,1.0,55.0,MAP,AHD,86.0,DEM,86.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1156668.809999999 -3413691.485300001)
,10060076,GW009799.1.1,GW009799,1.1,1,1.0,8.0,52.1,,UNK,1951-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.6287547,143.0054253,690200.0,6498967.0,1.0,54.0,MAP,AHD,99.0,DEM,99.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1033001.273600001 -3490308.044399999)
,10060108,GW040872.2.1,GW040872,2.1,1,1.0,8.0,,,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.6259,143.4131,728884.5,6498505.1,1.0,54.0,UNK,AHD,73.82,LIDAR,73.82,NGS,LIDAR,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1071195.291299999 -3493347.0337)
,10060118,GW004334.1.1,GW004334,1.1,1,1.0,8.0,252.4,252.4,UNK,1928-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.5673414,145.9603639,399295.0,6728704.0,1.0,55.0,MAP,AHD,144.99134826660156,DEM,144.99134826660156,NGS,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1334562.515099999 -3287799.487299999)
,10060345,GW021923.1.1,GW021923,1.1,1,1.0,8.0,80.5,80.5,USE,1964-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-32.0101415,143.4154248,728154.0,6455890.0,1.0,54.0,MAP,AHD,76.0,DEM,76.0,UNK,DEM,Stock and Domestic,0.0,1.0,1.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1067575.8807 -3536194.2919)
,10060622,GW015270.1.1,GW015270,1.1,1,1.0,8.0,65.5,65.5,UNK,1958-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.076517,144.8234397,290212.0,6670738.0,1.0,55.0,MAP,AHD,112.0,DEM,112.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1220537.4443 -3333205.489800001)
,10060722,GW023251.1.1,GW023251,1.1,1,1.0,8.0,76.2,76.2,UNK,1965-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.8379166,143.5934761,745435.0,6474598.0,1.0,54.0,MAP,AHD,90.0,DEM,90.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1085928.289000001 -3518502.478)
,10060741,GW008164.1.1,GW008164,1.1,1,1.0,8.0,459.3,459.3,UNK,1950-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.9320733,144.7662168,284383.0,6686644.0,1.0,55.0,MAP,AHD,105.0,DEM,105.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1216724.557100002 -3316547.8356)
,10060764,GW018336.1.1,GW018336,1.1,1,1.0,8.0,68.0,68.0,UNK,1960-05-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.570691,143.8479023,773143.0,6614520.0,1.0,54.0,MAP,AHD,87.0,DEM,87.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1122833.838599999 -3379387.5568)
,10060865,GW004275.1.1,GW004275,1.1,1,1.0,8.0,213.4,,UNK,1890-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.5562458,143.9520676,783180.0,6615865.0,1.0,54.0,MAP,AHD,89.5279541015625,DEM,89.5279541015625,NGS,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1132828.1789 -3378695.4541)
,10060878,GW004273.1.1,GW004273,1.1,1,1.0,8.0,283.8,283.8,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.5462438,144.1420649,225826.0,6617207.0,1.0,55.0,MAP,AHD,101.52833557128906,DEM,101.52833557128906,NGS,DEM,Unknown,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1150888.836199999 -3379277.7848)
,10060883,GW802950.1.1,GW802950,1.1,1,1.0,8.0,4.0,4.0,RMV,2006-11-23T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,MON,-30.2801298,145.7233579,377213.0,6649484.0,1.0,55.0,GPS,AHD,101.31,LIDAR,101.31,UNK,LIDAR,Monitoring,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1303426.051600002 -3364795.399700001)
,10060923,GW010129.1.1,GW010129,1.1,1,1.0,8.0,96.0,,DCM,1951-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.0790265,143.3801355,727065.0,6559204.0,1.0,54.0,MAP,AHD,91.0,DEM,91.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1073556.8211 -3432080.6997)
,10061088,GW044467.1.1,GW044467,1.1,1,1.0,8.0,9.1,9.1,USE,1991-08-12T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1995576,147.1414608,513616.0,6659093.0,1.0,55.0,MAP,AHD,120.82,LIDAR,120.82,UNK,LIDAR,Stock and Domestic,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1438581.900699999 -3371040.196599999)
,10061094,GW018708.1.1,GW018708,1.1,1,1.0,8.0,21.3,,USE,1960-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.2462414,144.3334602,246050.0,6540041.0,1.0,55.0,MAP,AHD,84.93,LIDAR,84.93,UNK,LIDAR,Stock and Domestic,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1161415.900600001 -3459065.963)
,10061107,GW045859.1.1,GW045859,1.1,1,1.0,8.0,30.1,30.1,UNK,1977-05-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.0817966,144.4340122,255206.0,6558502.0,1.0,55.0,MAP,AHD,85.95,LIDAR,85.95,UNK,LIDAR,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1172644.4734 -3441654.294399999)
,10061127,GW005596.1.1,GW005596,1.1,1,1.0,8.0,29.6,,UNK,1926-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.3917784,147.5278383,551217.0,6748492.0,1.0,55.0,MAP,AHD,133.66,LIDAR,133.66,UNK,LIDAR,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1486093.579300001 -3285546.3092)
,10061134,GW033225.1.1,GW033225,1.1,1,1.0,8.0,59.4,59.4,UNK,1971-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.3365317,142.9829206,688651.0,6531403.0,1.0,54.0,MAP,AHD,117.0,DEM,117.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1033703.134100001 -3457531.821599999)
,10061135,GW021861.1.1,GW021861,1.1,1,1.0,8.0,304.8,304.8,UNK,1963-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.30624,144.6156674,270713.0,6644872.0,1.0,55.0,MAP,AHD,102.0,DEM,102.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1198287.868500002 -3356860.9143)
,10061286,GW004728.1.1,GW004728,1.1,1,1.0,8.0,220.7,220.7,UNK,1927-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.3015216,144.2228947,232916.0,6644535.0,1.0,55.0,MAP,AHD,93.0,DEM,93.0,UNK,DEM,Unknown,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1161146.9628 -3352707.636600001)
,10061310,GW010283.1.1,GW010283,1.1,1,1.0,8.0,39.6,,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.6709576,145.2114958,328662.0,6605499.0,1.0,55.0,MAP,AHD,118.0,DEM,118.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1250465.666900001 -3403234.5448)
,10061361,GW003777.1.1,GW003777,1.1,1,1.0,8.0,117.7,117.7,UNK,1941-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.9054102,144.1606808,228621.0,6577425.0,1.0,55.0,MAP,AHD,88.0,DEM,88.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1148823.344300002 -3419504.8752)
,10061416,GW007365.1.1,GW007365,1.1,1,1.0,8.0,100.0,100.0,UNK,1946-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.0373559,143.9476303,781347.0,6562525.0,1.0,54.0,MAP,AHD,108.0,DEM,108.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1127375.439300001 -3432321.1094)
,10061493,GW017069.1.1,GW017069,1.1,1,1.0,8.0,16.8,16.8,UNK,1958-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.5248567,143.9045799,775812.0,6508571.0,1.0,54.0,MAP,AHD,78.32,LIDAR,78.32,UNK,LIDAR,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1118245.575800002 -3486294.6273)
,10061808,GW004044.1.2,GW004044,1.2,1,1.0,8.0,457.2,,NON,1992-07-02T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.5056695,147.4903417,547051.0,6625078.0,1.0,55.0,UNK,AHD,132.28,LIDAR,132.28,NGS,LIDAR,Water Supply,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1467418.475099999 -3409069.9702)
,10061858,GW022198.1.1,GW022198,1.1,1,1.0,8.0,40.2,40.2,UNK,1964-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.1448516,144.49429,261116.0,6551642.0,1.0,55.0,MAP,AHD,86.49,LIDAR,86.49,UNK,LIDAR,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1177621.5865 -3449237.253799999)
,10062095,GW014458.1.1,GW014458,1.1,1,1.0,8.0,89.9,89.9,DCM,1959-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.6318023,143.780404,766499.0,6607906.0,1.0,54.0,MAP,AHD,86.0,DEM,86.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1115824.6316 -3385614.6699)
,10062114,GW010172.1.1,GW010172,1.1,1,1.0,8.0,83.8,,DCM,1949-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.1984586,145.0167829,311046.0,6546709.0,1.0,55.0,MAP,AHD,152.0,DEM,152.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1226090.271600001 -3460126.255999999)
,10062228,GW014477.1.1,GW014477,1.1,1,1.0,8.0,92.0,92.1,UNK,1957-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1045808,143.9273411,782100.0,6666010.0,1.0,54.0,MAP,AHD,114.0,DEM,114.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1135210.631999999 -3328074.862199999)
,10062303,GW063583.1.1,GW063583,1.1,1,1.0,8.0,64.0,64.0,UNK,1986-10-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-31.3504067,144.4637374,258726.0,6528784.0,1.0,55.0,MAP,AHD,100.0,DEM,100.0,UNK,DEM,Water Supply,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1172508.955200002 -3471865.1515)
,10062423,GW065771.1.1,GW065771,1.1,1,1.0,8.0,453.0,,UNK,1991-10-12T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.4009428,147.6661753,563992.0,6636597.0,1.0,55.0,UNK,AHD,128.48,LIDAR,128.48,UNK,LIDAR,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1485427.894400001 -3399452.6516)
,10062564,GW013681.1.1,GW013681,1.1,1,1.0,8.0,73.8,82.9,UNK,1959-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.4651293,144.4217949,255034.0,6515970.0,1.0,55.0,MAP,AHD,94.0,DEM,94.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1167328.804499999 -3484264.8616)
,10062584,GW006362.1.1,GW006362,1.1,1,1.0,8.0,146.3,146.3,UNK,1938-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.4198488,144.9506639,303163.0,6632908.0,1.0,55.0,MAP,AHD,152.0,DEM,152.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1228711.038199998 -3372712.0644)
,10062904,GW021860.1.1,GW021860,1.1,1,1.0,8.0,304.8,304.8,UNK,1964-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.2026285,144.7242758,280930.0,6656572.0,1.0,55.0,MAP,AHD,101.0,DEM,101.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1209724.713 -3346328.1812)
,10062924,GW024402.1.1,GW024402,1.1,1,1.0,8.0,208.8,208.8,UNK,1966-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.349022,144.1637292,227356.0,6639128.0,1.0,55.0,MAP,AHD,97.0,DEM,97.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1155037.291999999 -3357470.8968)
,10062925,GW021995.1.1,GW021995,1.1,1,1.0,8.0,22.9,22.9,UNK,1964-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.6118011,143.9256918,777560.0,6498875.0,1.0,54.0,MAP,AHD,81.0,DEM,81.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1119315.737399999 -3496169.9253)
,10062993,GW965312.1.1,GW965312,1.1,1,1.0,8.0,28.2,28.2,UNK,2001-12-16T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.0390528,148.1683936,612649.0,6676312.0,1.0,55.0,UNK,AHD,134.0,DEM,134.0,UNK,DEM,Water Supply,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1537916.384399999 -3365145.888900001)
,10063006,GW016677.1.1,GW016677,1.1,1,1.0,8.0,58.5,58.5,UNK,1958-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-31.1598636,143.0287507,693372.0,6550909.0,1.0,54.0,MAP,AHD,121.0,DEM,121.0,UNK,DEM,Water Supply,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1039711.676600002 -3438193.3071)
,10063127,GW004682.1.1,GW004682,1.1,1,1.0,8.0,182.0,182.0,UNK,1941-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.3992996,144.1592851,227068.0,6633542.0,1.0,55.0,MAP,AHD,97.0,DEM,97.0,UNK,DEM,Unknown,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1154081.071699999 -3363040.090500001)
,10063300,GW007039.1.1,GW007039,1.1,1,1.0,8.0,45.7,45.7,UNK,1942-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.4559617,144.6181691,271303.0,6628278.0,1.0,55.0,MAP,AHD,109.0,DEM,109.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1196870.087099999 -3373582.581700001)
,10063315,GW016046.1.1,GW016046,1.1,1,1.0,8.0,158.5,158.5,UNK,1958-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.6309446,147.5306183,551366.0,6721990.0,1.0,55.0,MAP,AHD,130.0,DEM,130.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1483106.006900001 -3312200.511)
,10063346,GW015060.1.1,GW015060,1.1,1,1.0,8.0,158.8,158.8,UNK,1957-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.8206923,143.8162508,766574.0,6475983.0,1.0,54.0,MAP,AHD,140.0,DEM,140.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1106914.0178 -3518494.955800001)
,10063737,GW004200.1.1,GW004200,1.1,1,1.0,8.0,88.4,,NON,,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.9870712,145.0176028,308758.0,6680993.0,1.0,55.0,MAP,AHD,107.00194549560547,DEM,107.00194549560547,NGS,DEM,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1239974.351399999 -3325099.269300001)
,10063754,GW011041.1.1,GW011041,1.1,1,1.0,8.0,390.4,390.5,UNK,1955-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.8292908,145.3867628,344131.0,6699039.0,1.0,55.0,MAP,AHD,120.0,DEM,120.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1276861.343800001 -3311140.710100001)
,10063758,GW005361.1.1,GW005361,1.1,1,1.0,8.0,131.7,131.7,UNK,1959-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.6662407,144.4401182,254732.0,6604590.0,1.0,55.0,MAP,AHD,91.0,DEM,91.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1177744.395100001 -3395378.011399999)
,10063760,GW003789.1.1,GW003789,1.1,1,1.0,8.0,133.8,133.8,NON,1941-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.6143098,143.0434802,693840.0,6500501.0,1.0,54.0,MAP,AHD,96.0,DEM,96.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1036703.9245 -3489005.4296)
,10064004,GW802215.1.1,GW802215,1.1,1,1.0,8.0,18.0,18.0,RMV,2005-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,MON,-30.2933358,145.7554764,380319.0,6648054.0,1.0,55.0,GPS,AHD,100.62,LIDAR,100.62,UNK,LIDAR,Monitoring,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1306305.778099999 -3366595.064200001)
,10064062,GW970629.1.1,GW970629,1.1,1,1.0,8.0,15.5,15.5,FUN,2013-09-22T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,MON,-30.0112416,148.1251977,608514.0,6679436.0,1.0,55.0,GPS,AHD,133.0,DEM,133.0,UNK,DEM,Monitoring,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1534221.993900001 -3361533.641799999)
,10064130,GW040873.2.1,GW040873,2.1,1,1.0,8.0,,,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.6117,143.3774,725531.5,6500145.1,1.0,54.0,UNK,AHD,73.76,LIDAR,73.76,NGS,LIDAR,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1067994.850900002 -3491464.9878)
,10064412,GW004570.1.1,GW004570,1.1,1,1.0,8.0,153.6,,UNK,1923-05-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.118183,144.9028835,297955.0,6666263.0,1.0,55.0,MAP,AHD,102.23050689697266,DEM,102.23050689697266,NGS,DEM,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1227602.350499999 -3338613.707699999)
,10064428,GW007079.1.1,GW007079,1.1,1,1.0,8.0,155.4,155.5,UNK,1947-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.9792982,144.2626247,238570.0,6569476.0,1.0,55.0,MAP,AHD,86.19,LIDAR,86.19,UNK,LIDAR,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1157631.316399999 -3428664.131899999)
,10064436,GW010710.1.1,GW010710,1.1,1,1.0,8.0,182.9,182.9,UNK,1953-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.4398597,143.6445698,753975.0,6629502.0,1.0,54.0,MAP,AHD,100.0,DEM,100.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1104952.229699999 -3363015.2831)
,10064970,GW012504.1.1,GW012504,1.1,1,1.0,8.0,378.0,378.0,UNK,1956-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.7737339,145.5225939,357177.0,6705372.0,1.0,55.0,MAP,AHD,123.0,DEM,123.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1290427.1602 -3306310.943600001)
,10064976,GW019204.1.1,GW019204,1.1,1,1.0,8.0,91.4,91.4,USE,1961-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.7726352,143.7667955,764809.0,6592322.0,1.0,54.0,MAP,AHD,87.0,DEM,87.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1113088.0075 -3401208.4463)
,10064988,GW064556.1.1,GW064556,1.1,1,1.0,8.0,76.4,76.5,USE,1989-04-18T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.1348631,143.0595832,696363.0,6553626.0,1.0,54.0,MAP,AHD,122.0,DEM,122.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1042853.171700001 -3435655.136600001)
,10064992,GW057396.1.1,GW057396,1.1,1,1.0,8.0,129.3,129.3,UNK,1983-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.2218048,143.3718041,725931.0,6543391.0,1.0,54.0,MAP,AHD,81.0,DEM,81.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1071351.489100002 -3447937.795700001)
,10065024,GW018916.1.1,GW018916,1.1,1,1.0,8.0,9.8,9.8,UNK,1958-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.1362269,146.7703553,477882.0,6666097.0,1.0,55.0,MAP,AHD,119.0,DEM,119.0,UNK,DEM,Water Supply,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1404301.500700001 -3359860.8497)
,10065362,GW007523.1.1,GW007523,1.1,1,1.0,8.0,205.7,205.8,UNK,1948-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.3056873,144.3131714,241613.0,6644283.0,1.0,55.0,MAP,AHD,97.0,DEM,97.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1169651.638500001 -3353995.8948)
,10065403,GW007832.1.1,GW007832,1.1,1,1.0,8.0,79.1,79.1,NON,1949-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-31.404572,144.6365133,275296.0,6523144.0,1.0,55.0,MAP,AHD,111.0,DEM,111.0,UNK,DEM,Water Supply,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1188111.042300001 -3479496.8671)
,10065694,GW013723.1.1,GW013723,1.1,1,1.0,8.0,36.6,,UNK,1957-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.3923539,144.171242,231011.0,6523454.0,1.0,55.0,MAP,AHD,84.41,LIDAR,84.41,UNK,LIDAR,Stock and Domestic,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1144630.3781 -3473887.531500001)
,10065719,GW003817.1.1,GW003817,1.1,1,1.0,8.0,265.2,265.2,UNK,1942-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.9926238,145.420375,347628.0,6680982.0,1.0,55.0,MAP,AHD,122.0,DEM,122.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1278135.514800001 -3329687.817199999)
,10065721,GW004037.1.1,GW004037,1.1,1,1.0,8.0,447.1,447.1,UNK,1891-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1212309,145.970646,400839.0,6667334.0,1.0,55.0,MAP,AHD,105.06,LIDAR,105.06,UNK,LIDAR,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1328764.107700001 -3349636.397600001)
